Job Title,Company,Platform,Skill,Language,Location,Job Description,Job Type,Salary Range
Delivery Boy,Company_8239,FreshersWorld,Listening,Marathi,Bihar,Looking for Delivery Boy in Bihar with skills in Listening.,Part-time,15102 INR/month
Anganwadi Worker,Company_5698,Apna,Tailoring,Bengali,West Bengal,Looking for Anganwadi Worker in West Bengal with skills in Tailoring.,Part-time,Negotiable
Packing Assistant,Company_5799,FreshersWorld,Health Awareness,Hindi,Uttarakhand,Looking for Packing Assistant in Uttarakhand with skills in Health Awareness.,Full-time,27963 INR/month
Delivery Boy,Company_5094,Indeed,Grooming,Tamil,Uttarakhand,Looking for Delivery Boy in Uttarakhand with skills in Grooming.,Part-time,22770 INR/month
Caregiver,Company_4924,Indeed,Teaching,English,Uttarakhand,Looking for Caregiver in Uttarakhand with skills in Teaching.,Full-time,18908 INR/month
Anganwadi Worker,Company_3988,Internshala,Grooming,Marathi,Bihar,Looking for Anganwadi Worker in Bihar with skills in Grooming.,Part-time,Negotiable
Social Media Assistant,Company_6253,FreshersWorld,Teaching,Telugu,Madhya Pradesh,Looking for Social Media Assistant in Madhya Pradesh with skills in Teaching.,Part-time,Negotiable
Security Guard,Company_5410,Apna,Basic Accounting,English,Maharashtra,Looking for Security Guard in Maharashtra with skills in Basic Accounting.,Part-time,10268 INR/month
Beautician Assistant,Company_4558,JobHai,Content Writing,Hindi,Haryana,Looking for Beautician Assistant in Haryana with skills in Content Writing.,Part-time,26331 INR/month
Delivery Boy,Company_3393,FreshersWorld,Sewing,Gujarati,Bihar,Looking for Delivery Boy in Bihar with skills in Sewing.,Part-time,12339 INR/month
Security Guard,Company_7251,FreshersWorld,Basic Accounting,Marathi,Maharashtra,Looking for Security Guard in Maharashtra with skills in Basic Accounting.,Full-time,Negotiable
Beautician Assistant,Company_4263,WorkIndia,Marketing,Marathi,Uttar Pradesh,Looking for Beautician Assistant in Uttar Pradesh with skills in Marketing.,Part-time,27076 INR/month
NGO Worker,Company_3598,FreshersWorld,Crafting,Punjabi,West Bengal,Looking for NGO Worker in West Bengal with skills in Crafting.,Full-time,Negotiable
Security Guard,Company_4255,JobHai,Teaching,Telugu,Maharashtra,Looking for Security Guard in Maharashtra with skills in Teaching.,Part-time,Negotiable
NGO Worker,Company_1246,JobHai,Customer Support,Tamil,West Bengal,Looking for NGO Worker in West Bengal with skills in Customer Support.,Part-time,13920 INR/month
Caregiver,Company_3539,Indeed,Tailoring,Hindi,Haryana,Looking for Caregiver in Haryana with skills in Tailoring.,Part-time,Negotiable
Online Tutor,Company_1979,FreshersWorld,Basic Computer,Gujarati,Uttar Pradesh,Looking for Online Tutor in Uttar Pradesh with skills in Basic Computer.,Part-time,Negotiable
Security Guard,Company_6189,JobHai,Content Writing,Telugu,Madhya Pradesh,Looking for Security Guard in Madhya Pradesh with skills in Content Writing.,Full-time,21380 INR/month
Social Media Assistant,Company_3207,Indeed,Tailoring,Tamil,West Bengal,Looking for Social Media Assistant in West Bengal with skills in Tailoring.,Part-time,Negotiable
Social Media Assistant,Company_4057,Internshala,Listening,Telugu,Madhya Pradesh,Looking for Social Media Assistant in Madhya Pradesh with skills in Listening.,Full-time,25348 INR/month
Health Worker (ASHA),Company_5844,Naukri,Basic Computer,Bengali,Haryana,Looking for Health Worker (ASHA) in Haryana with skills in Basic Computer.,Full-time,24879 INR/month
Tailor,Company_4912,WorkIndia,Basic Accounting,Hindi,West Bengal,Looking for Tailor in West Bengal with skills in Basic Accounting.,Part-time,Negotiable
Security Guard,Company_3525,WorkIndia,Communication,Telugu,Chhattisgarh,Looking for Security Guard in Chhattisgarh with skills in Communication.,Full-time,20552 INR/month
Content Writer,Company_3126,JobHai,Call Handling,English,Uttar Pradesh,Looking for Content Writer in Uttar Pradesh with skills in Call Handling.,Part-time,Negotiable
Content Writer,Company_7366,FreshersWorld,Communication,English,Uttar Pradesh,Looking for Content Writer in Uttar Pradesh with skills in Communication.,Full-time,29342 INR/month
Health Worker (ASHA),Company_1214,Apna,Time Management,Marathi,Bihar,Looking for Health Worker (ASHA) in Bihar with skills in Time Management.,Full-time,26102 INR/month
Data Entry Operator,Company_7814,FreshersWorld,Packing,Hindi,West Bengal,Looking for Data Entry Operator in West Bengal with skills in Packing.,Full-time,11910 INR/month
Health Worker (ASHA),Company_4537,Apna,Basic Computer,Punjabi,Bihar,Looking for Health Worker (ASHA) in Bihar with skills in Basic Computer.,Full-time,Negotiable
Beautician Assistant,Company_5075,WorkIndia,Communication,Marathi,Chhattisgarh,Looking for Beautician Assistant in Chhattisgarh with skills in Communication.,Full-time,28298 INR/month
Security Guard,Company_7997,WorkIndia,Data Entry,Gujarati,Haryana,Looking for Security Guard in Haryana with skills in Data Entry.,Full-time,Negotiable
Online Tutor,Company_9747,WorkIndia,Call Handling,Gujarati,Rajasthan,Looking for Online Tutor in Rajasthan with skills in Call Handling.,Full-time,21544 INR/month
Cook,Company_6299,Shine,Time Management,Tamil,Uttarakhand,Looking for Cook in Uttarakhand with skills in Time Management.,Full-time,17009 INR/month
Caregiver,Company_7505,Internshala,Time Management,Telugu,Haryana,Looking for Caregiver in Haryana with skills in Time Management.,Part-time,Negotiable
Anganwadi Worker,Company_1107,Apna,Call Handling,Bengali,Maharashtra,Looking for Anganwadi Worker in Maharashtra with skills in Call Handling.,Part-time,20318 INR/month
Tailor,Company_1618,Internshala,Listening,Bengali,Bihar,Looking for Tailor in Bihar with skills in Listening.,Part-time,Negotiable
Health Worker (ASHA),Company_5198,Shine,Caregiving,Marathi,Madhya Pradesh,Looking for Health Worker (ASHA) in Madhya Pradesh with skills in Caregiving.,Full-time,Negotiable
Caregiver,Company_3832,Indeed,Basic Computer,Gujarati,Haryana,Looking for Caregiver in Haryana with skills in Basic Computer.,Part-time,28881 INR/month
Content Writer,Company_1916,Internshala,Sewing,Tamil,Bihar,Looking for Content Writer in Bihar with skills in Sewing.,Full-time,24231 INR/month
Customer Support,Company_1886,JobHai,Customer Support,Hindi,Uttarakhand,Looking for Customer Support in Uttarakhand with skills in Customer Support.,Part-time,Negotiable
Security Guard,Company_1827,Naukri,Cooking,Marathi,Rajasthan,Looking for Security Guard in Rajasthan with skills in Cooking.,Full-time,24601 INR/month
Warehouse Helper,Company_7460,JobHai,Customer Support,Tamil,Maharashtra,Looking for Warehouse Helper in Maharashtra with skills in Customer Support.,Part-time,25592 INR/month
Warehouse Helper,Company_2393,Apna,Listening,Tamil,Maharashtra,Looking for Warehouse Helper in Maharashtra with skills in Listening.,Part-time,14272 INR/month
Telecaller,Company_7476,FreshersWorld,Listening,Marathi,Haryana,Looking for Telecaller in Haryana with skills in Listening.,Full-time,Negotiable
Sales Girl,Company_8046,Indeed,Customer Support,English,Maharashtra,Looking for Sales Girl in Maharashtra with skills in Customer Support.,Part-time,12935 INR/month
Content Writer,Company_4120,WorkIndia,Grooming,Gujarati,West Bengal,Looking for Content Writer in West Bengal with skills in Grooming.,Part-time,10793 INR/month
Anganwadi Worker,Company_8216,Naukri,Time Management,Telugu,Rajasthan,Looking for Anganwadi Worker in Rajasthan with skills in Time Management.,Part-time,16543 INR/month
Delivery Boy,Company_4982,Naukri,Basic Computer,English,Uttar Pradesh,Looking for Delivery Boy in Uttar Pradesh with skills in Basic Computer.,Full-time,19426 INR/month
Tailor,Company_8719,Shine,Data Entry,Punjabi,Haryana,Looking for Tailor in Haryana with skills in Data Entry.,Part-time,27629 INR/month
NGO Worker,Company_8913,Indeed,Listening,Punjabi,Chhattisgarh,Looking for NGO Worker in Chhattisgarh with skills in Listening.,Full-time,10602 INR/month
Caregiver,Company_5653,Apna,Teaching,Bengali,Uttar Pradesh,Looking for Caregiver in Uttar Pradesh with skills in Teaching.,Part-time,18889 INR/month
Housekeeper,Company_7367,FreshersWorld,Packing,Hindi,Bihar,Looking for Housekeeper in Bihar with skills in Packing.,Full-time,21803 INR/month
Content Writer,Company_7237,Apna,Health Awareness,Tamil,Madhya Pradesh,Looking for Content Writer in Madhya Pradesh with skills in Health Awareness.,Full-time,20336 INR/month
Packing Assistant,Company_8503,JobHai,Basic Accounting,Marathi,Chhattisgarh,Looking for Packing Assistant in Chhattisgarh with skills in Basic Accounting.,Full-time,11302 INR/month
Beautician Assistant,Company_3572,Internshala,Cooking,Telugu,Uttarakhand,Looking for Beautician Assistant in Uttarakhand with skills in Cooking.,Part-time,21645 INR/month
Anganwadi Worker,Company_5221,Indeed,Call Handling,Punjabi,Uttar Pradesh,Looking for Anganwadi Worker in Uttar Pradesh with skills in Call Handling.,Full-time,10965 INR/month
Security Guard,Company_7436,Internshala,Customer Support,Bengali,West Bengal,Looking for Security Guard in West Bengal with skills in Customer Support.,Full-time,Negotiable
Caregiver,Company_7987,Indeed,Grooming,Marathi,Rajasthan,Looking for Caregiver in Rajasthan with skills in Grooming.,Full-time,20790 INR/month
Social Media Assistant,Company_4314,Naukri,Communication,Bengali,Chhattisgarh,Looking for Social Media Assistant in Chhattisgarh with skills in Communication.,Full-time,27164 INR/month
Telecaller,Company_2111,WorkIndia,Content Writing,Bengali,West Bengal,Looking for Telecaller in West Bengal with skills in Content Writing.,Full-time,13879 INR/month
Online Tutor,Company_7783,Shine,Content Writing,Hindi,West Bengal,Looking for Online Tutor in West Bengal with skills in Content Writing.,Full-time,18971 INR/month
Telecaller,Company_1429,Indeed,Data Entry,Bengali,Rajasthan,Looking for Telecaller in Rajasthan with skills in Data Entry.,Full-time,18744 INR/month
Warehouse Helper,Company_1427,Indeed,Cleaning,Marathi,Madhya Pradesh,Looking for Warehouse Helper in Madhya Pradesh with skills in Cleaning.,Part-time,25617 INR/month
Telecaller,Company_7348,FreshersWorld,Packing,Gujarati,Rajasthan,Looking for Telecaller in Rajasthan with skills in Packing.,Part-time,Negotiable
NGO Worker,Company_5421,Indeed,Sewing,Tamil,Uttar Pradesh,Looking for NGO Worker in Uttar Pradesh with skills in Sewing.,Full-time,16646 INR/month
NGO Worker,Company_6323,JobHai,Basic Accounting,Telugu,Haryana,Looking for NGO Worker in Haryana with skills in Basic Accounting.,Full-time,24010 INR/month
Caregiver,Company_7457,Apna,Cleaning,Tamil,West Bengal,Looking for Caregiver in West Bengal with skills in Cleaning.,Full-time,29457 INR/month
Security Guard,Company_8485,Apna,Call Handling,English,Haryana,Looking for Security Guard in Haryana with skills in Call Handling.,Full-time,Negotiable
Beautician Assistant,Company_1807,WorkIndia,Sewing,Tamil,Chhattisgarh,Looking for Beautician Assistant in Chhattisgarh with skills in Sewing.,Part-time,19979 INR/month
Anganwadi Worker,Company_1893,FreshersWorld,Basic Accounting,Tamil,Maharashtra,Looking for Anganwadi Worker in Maharashtra with skills in Basic Accounting.,Full-time,25190 INR/month
Social Media Assistant,Company_9952,JobHai,Call Handling,English,Rajasthan,Looking for Social Media Assistant in Rajasthan with skills in Call Handling.,Part-time,24774 INR/month
Tailor,Company_2477,Naukri,Marketing,Marathi,Haryana,Looking for Tailor in Haryana with skills in Marketing.,Part-time,15373 INR/month
Content Writer,Company_2397,JobHai,Data Entry,Telugu,West Bengal,Looking for Content Writer in West Bengal with skills in Data Entry.,Full-time,26766 INR/month
Online Tutor,Company_3799,WorkIndia,Listening,Tamil,Uttar Pradesh,Looking for Online Tutor in Uttar Pradesh with skills in Listening.,Full-time,14918 INR/month
Online Tutor,Company_6047,Naukri,Basic Accounting,Hindi,Uttarakhand,Looking for Online Tutor in Uttarakhand with skills in Basic Accounting.,Part-time,24622 INR/month
Anganwadi Worker,Company_1057,Naukri,Data Entry,Bengali,Madhya Pradesh,Looking for Anganwadi Worker in Madhya Pradesh with skills in Data Entry.,Full-time,25028 INR/month
Packing Assistant,Company_4897,FreshersWorld,Listening,Hindi,Haryana,Looking for Packing Assistant in Haryana with skills in Listening.,Part-time,24868 INR/month
Customer Support,Company_9967,FreshersWorld,Basic Computer,Hindi,Madhya Pradesh,Looking for Customer Support in Madhya Pradesh with skills in Basic Computer.,Part-time,16803 INR/month
Housekeeper,Company_1601,Naukri,Content Writing,Hindi,West Bengal,Looking for Housekeeper in West Bengal with skills in Content Writing.,Part-time,Negotiable
Warehouse Helper,Company_2784,Internshala,Cooking,English,Uttar Pradesh,Looking for Warehouse Helper in Uttar Pradesh with skills in Cooking.,Part-time,Negotiable
Anganwadi Worker,Company_2525,Naukri,Marketing,Gujarati,Uttar Pradesh,Looking for Anganwadi Worker in Uttar Pradesh with skills in Marketing.,Full-time,22417 INR/month
Data Entry Operator,Company_8713,WorkIndia,Listening,English,Maharashtra,Looking for Data Entry Operator in Maharashtra with skills in Listening.,Part-time,18992 INR/month
Cook,Company_1953,WorkIndia,Call Handling,Marathi,Madhya Pradesh,Looking for Cook in Madhya Pradesh with skills in Call Handling.,Part-time,27332 INR/month
Data Entry Operator,Company_6185,FreshersWorld,Cleaning,Punjabi,Uttarakhand,Looking for Data Entry Operator in Uttarakhand with skills in Cleaning.,Part-time,21595 INR/month
Telecaller,Company_3947,FreshersWorld,Call Handling,Telugu,Haryana,Looking for Telecaller in Haryana with skills in Call Handling.,Full-time,19518 INR/month
NGO Worker,Company_2932,Apna,Data Entry,Hindi,Haryana,Looking for NGO Worker in Haryana with skills in Data Entry.,Full-time,23586 INR/month
Customer Support,Company_4478,Apna,Cooking,Gujarati,Chhattisgarh,Looking for Customer Support in Chhattisgarh with skills in Cooking.,Part-time,19228 INR/month
Health Worker (ASHA),Company_6307,JobHai,Health Awareness,Punjabi,Chhattisgarh,Looking for Health Worker (ASHA) in Chhattisgarh with skills in Health Awareness.,Full-time,Negotiable
Cook,Company_4178,Shine,Crafting,Hindi,Rajasthan,Looking for Cook in Rajasthan with skills in Crafting.,Part-time,25699 INR/month
Packing Assistant,Company_3545,Apna,Packing,Bengali,Haryana,Looking for Packing Assistant in Haryana with skills in Packing.,Full-time,27595 INR/month
Cook,Company_5904,FreshersWorld,Grooming,Hindi,Chhattisgarh,Looking for Cook in Chhattisgarh with skills in Grooming.,Full-time,28192 INR/month
Security Guard,Company_2084,Apna,Communication,Gujarati,West Bengal,Looking for Security Guard in West Bengal with skills in Communication.,Full-time,11021 INR/month
Cook,Company_4070,WorkIndia,Packing,Bengali,Uttarakhand,Looking for Cook in Uttarakhand with skills in Packing.,Full-time,20101 INR/month
Cook,Company_9143,Apna,Teaching,Tamil,Bihar,Looking for Cook in Bihar with skills in Teaching.,Full-time,19916 INR/month
NGO Worker,Company_1612,Internshala,Basic Accounting,English,West Bengal,Looking for NGO Worker in West Bengal with skills in Basic Accounting.,Full-time,24541 INR/month
Sales Girl,Company_6572,Apna,Social Media Promotion,Bengali,Madhya Pradesh,Looking for Sales Girl in Madhya Pradesh with skills in Social Media Promotion.,Full-time,27158 INR/month
Anganwadi Worker,Company_3174,Shine,Content Writing,English,Chhattisgarh,Looking for Anganwadi Worker in Chhattisgarh with skills in Content Writing.,Part-time,Negotiable
Caregiver,Company_2426,JobHai,Tailoring,Punjabi,Uttar Pradesh,Looking for Caregiver in Uttar Pradesh with skills in Tailoring.,Part-time,13378 INR/month
Sales Girl,Company_6257,Internshala,Tailoring,Punjabi,Madhya Pradesh,Looking for Sales Girl in Madhya Pradesh with skills in Tailoring.,Part-time,27441 INR/month
Cook,Company_3580,FreshersWorld,Data Entry,Punjabi,Rajasthan,Looking for Cook in Rajasthan with skills in Data Entry.,Part-time,Negotiable
Security Guard,Company_6218,JobHai,Communication,Gujarati,Chhattisgarh,Looking for Security Guard in Chhattisgarh with skills in Communication.,Part-time,19282 INR/month
Warehouse Helper,Company_6549,Indeed,Basic Accounting,English,Maharashtra,Looking for Warehouse Helper in Maharashtra with skills in Basic Accounting.,Full-time,Negotiable
Tailor,Company_1881,FreshersWorld,Sewing,English,Uttarakhand,Looking for Tailor in Uttarakhand with skills in Sewing.,Part-time,29533 INR/month
Warehouse Helper,Company_6444,FreshersWorld,Cleaning,Gujarati,Maharashtra,Looking for Warehouse Helper in Maharashtra with skills in Cleaning.,Full-time,27481 INR/month
Data Entry Operator,Company_8672,FreshersWorld,Caregiving,Bengali,Bihar,Looking for Data Entry Operator in Bihar with skills in Caregiving.,Part-time,25250 INR/month
Packing Assistant,Company_6954,Indeed,Customer Support,Bengali,Maharashtra,Looking for Packing Assistant in Maharashtra with skills in Customer Support.,Part-time,20824 INR/month
Cook,Company_8787,FreshersWorld,Social Media Promotion,Hindi,Bihar,Looking for Cook in Bihar with skills in Social Media Promotion.,Part-time,15596 INR/month
Anganwadi Worker,Company_2686,Shine,Cleaning,Bengali,Chhattisgarh,Looking for Anganwadi Worker in Chhattisgarh with skills in Cleaning.,Part-time,13505 INR/month
Cook,Company_7773,JobHai,Health Awareness,Telugu,Uttarakhand,Looking for Cook in Uttarakhand with skills in Health Awareness.,Part-time,15210 INR/month
Packing Assistant,Company_8063,WorkIndia,Basic Computer,Gujarati,Madhya Pradesh,Looking for Packing Assistant in Madhya Pradesh with skills in Basic Computer.,Full-time,21213 INR/month
Security Guard,Company_2873,Indeed,Basic Accounting,English,Haryana,Looking for Security Guard in Haryana with skills in Basic Accounting.,Full-time,28189 INR/month
Content Writer,Company_2140,FreshersWorld,Basic Accounting,Punjabi,Uttarakhand,Looking for Content Writer in Uttarakhand with skills in Basic Accounting.,Full-time,29543 INR/month
Caregiver,Company_4565,Shine,Social Media Promotion,Hindi,Bihar,Looking for Caregiver in Bihar with skills in Social Media Promotion.,Full-time,10006 INR/month
Telecaller,Company_8326,Naukri,Marketing,Punjabi,Uttarakhand,Looking for Telecaller in Uttarakhand with skills in Marketing.,Part-time,20374 INR/month
Anganwadi Worker,Company_1133,Internshala,Grooming,Gujarati,Bihar,Looking for Anganwadi Worker in Bihar with skills in Grooming.,Full-time,14179 INR/month
Anganwadi Worker,Company_6885,Apna,Time Management,Hindi,Uttar Pradesh,Looking for Anganwadi Worker in Uttar Pradesh with skills in Time Management.,Part-time,11021 INR/month
Beautician Assistant,Company_7271,WorkIndia,Caregiving,Tamil,West Bengal,Looking for Beautician Assistant in West Bengal with skills in Caregiving.,Part-time,16921 INR/month
Online Tutor,Company_7301,FreshersWorld,Content Writing,Marathi,Chhattisgarh,Looking for Online Tutor in Chhattisgarh with skills in Content Writing.,Full-time,23671 INR/month
Telecaller,Company_2175,Internshala,Content Writing,Bengali,Uttar Pradesh,Looking for Telecaller in Uttar Pradesh with skills in Content Writing.,Full-time,Negotiable
Packing Assistant,Company_7813,WorkIndia,Content Writing,English,Rajasthan,Looking for Packing Assistant in Rajasthan with skills in Content Writing.,Full-time,29805 INR/month
Customer Support,Company_8373,Naukri,Marketing,Tamil,Chhattisgarh,Looking for Customer Support in Chhattisgarh with skills in Marketing.,Part-time,23918 INR/month
Tailor,Company_9948,FreshersWorld,Customer Support,Punjabi,Uttarakhand,Looking for Tailor in Uttarakhand with skills in Customer Support.,Full-time,Negotiable
Housekeeper,Company_2311,FreshersWorld,Time Management,English,Haryana,Looking for Housekeeper in Haryana with skills in Time Management.,Part-time,19156 INR/month
Social Media Assistant,Company_8740,JobHai,Call Handling,English,Madhya Pradesh,Looking for Social Media Assistant in Madhya Pradesh with skills in Call Handling.,Full-time,12558 INR/month
Security Guard,Company_9765,Internshala,Cleaning,Hindi,West Bengal,Looking for Security Guard in West Bengal with skills in Cleaning.,Full-time,26798 INR/month
Packing Assistant,Company_5738,Shine,Grooming,Gujarati,Maharashtra,Looking for Packing Assistant in Maharashtra with skills in Grooming.,Part-time,29583 INR/month
Anganwadi Worker,Company_1845,Internshala,Sewing,Telugu,Rajasthan,Looking for Anganwadi Worker in Rajasthan with skills in Sewing.,Full-time,10894 INR/month
Anganwadi Worker,Company_2259,FreshersWorld,Basic Computer,Bengali,Chhattisgarh,Looking for Anganwadi Worker in Chhattisgarh with skills in Basic Computer.,Full-time,14343 INR/month
Health Worker (ASHA),Company_3860,Internshala,Teaching,Hindi,Bihar,Looking for Health Worker (ASHA) in Bihar with skills in Teaching.,Full-time,24635 INR/month
Delivery Boy,Company_3962,Naukri,Teaching,Marathi,Haryana,Looking for Delivery Boy in Haryana with skills in Teaching.,Full-time,21234 INR/month
Data Entry Operator,Company_7765,Naukri,Cleaning,Bengali,Haryana,Looking for Data Entry Operator in Haryana with skills in Cleaning.,Full-time,24423 INR/month
Online Tutor,Company_5331,Indeed,Caregiving,Gujarati,Uttar Pradesh,Looking for Online Tutor in Uttar Pradesh with skills in Caregiving.,Full-time,Negotiable
Online Tutor,Company_8803,FreshersWorld,Crafting,Telugu,Maharashtra,Looking for Online Tutor in Maharashtra with skills in Crafting.,Full-time,27449 INR/month
Beautician Assistant,Company_3378,WorkIndia,Crafting,Telugu,Maharashtra,Looking for Beautician Assistant in Maharashtra with skills in Crafting.,Full-time,19463 INR/month
Social Media Assistant,Company_9704,WorkIndia,Cooking,Hindi,Bihar,Looking for Social Media Assistant in Bihar with skills in Cooking.,Full-time,24148 INR/month
Health Worker (ASHA),Company_5183,Shine,Teaching,Punjabi,Bihar,Looking for Health Worker (ASHA) in Bihar with skills in Teaching.,Full-time,17923 INR/month
Warehouse Helper,Company_6132,Indeed,Call Handling,Gujarati,Rajasthan,Looking for Warehouse Helper in Rajasthan with skills in Call Handling.,Full-time,12226 INR/month
Tailor,Company_6759,WorkIndia,Data Entry,English,Haryana,Looking for Tailor in Haryana with skills in Data Entry.,Part-time,16326 INR/month
Housekeeper,Company_4552,Apna,Cleaning,English,Uttar Pradesh,Looking for Housekeeper in Uttar Pradesh with skills in Cleaning.,Full-time,13931 INR/month
Data Entry Operator,Company_4018,Naukri,Crafting,Bengali,Bihar,Looking for Data Entry Operator in Bihar with skills in Crafting.,Part-time,12481 INR/month
Social Media Assistant,Company_3653,Internshala,Grooming,Gujarati,Maharashtra,Looking for Social Media Assistant in Maharashtra with skills in Grooming.,Full-time,12044 INR/month
Caregiver,Company_5336,WorkIndia,Cooking,Hindi,Maharashtra,Looking for Caregiver in Maharashtra with skills in Cooking.,Part-time,Negotiable
NGO Worker,Company_3357,WorkIndia,Basic Accounting,Telugu,Bihar,Looking for NGO Worker in Bihar with skills in Basic Accounting.,Full-time,13481 INR/month
Social Media Assistant,Company_2153,Internshala,Data Entry,Hindi,Bihar,Looking for Social Media Assistant in Bihar with skills in Data Entry.,Full-time,24610 INR/month
Tailor,Company_7397,FreshersWorld,Content Writing,Hindi,Uttar Pradesh,Looking for Tailor in Uttar Pradesh with skills in Content Writing.,Part-time,22823 INR/month
Warehouse Helper,Company_8144,Apna,Call Handling,Telugu,Haryana,Looking for Warehouse Helper in Haryana with skills in Call Handling.,Part-time,12297 INR/month
Security Guard,Company_2985,Indeed,Tailoring,Tamil,Haryana,Looking for Security Guard in Haryana with skills in Tailoring.,Full-time,21761 INR/month
Cook,Company_6985,Internshala,Crafting,Hindi,Bihar,Looking for Cook in Bihar with skills in Crafting.,Full-time,12636 INR/month
Social Media Assistant,Company_1644,Internshala,Packing,Marathi,Rajasthan,Looking for Social Media Assistant in Rajasthan with skills in Packing.,Full-time,19793 INR/month
Caregiver,Company_2390,JobHai,Packing,Gujarati,Haryana,Looking for Caregiver in Haryana with skills in Packing.,Full-time,16208 INR/month
Telecaller,Company_9015,Apna,Communication,Hindi,Madhya Pradesh,Looking for Telecaller in Madhya Pradesh with skills in Communication.,Part-time,20083 INR/month
Packing Assistant,Company_1918,FreshersWorld,Tailoring,Hindi,West Bengal,Looking for Packing Assistant in West Bengal with skills in Tailoring.,Part-time,23287 INR/month
Content Writer,Company_3440,Indeed,Packing,Telugu,Chhattisgarh,Looking for Content Writer in Chhattisgarh with skills in Packing.,Full-time,12360 INR/month
Housekeeper,Company_1750,Naukri,Social Media Promotion,Hindi,Haryana,Looking for Housekeeper in Haryana with skills in Social Media Promotion.,Part-time,10470 INR/month
Online Tutor,Company_3796,Apna,Health Awareness,English,Haryana,Looking for Online Tutor in Haryana with skills in Health Awareness.,Full-time,Negotiable
Content Writer,Company_4320,JobHai,Social Media Promotion,Marathi,Bihar,Looking for Content Writer in Bihar with skills in Social Media Promotion.,Part-time,23173 INR/month
Cook,Company_4493,JobHai,Caregiving,Bengali,West Bengal,Looking for Cook in West Bengal with skills in Caregiving.,Full-time,20993 INR/month
Data Entry Operator,Company_3753,JobHai,Teaching,Bengali,Uttarakhand,Looking for Data Entry Operator in Uttarakhand with skills in Teaching.,Full-time,24374 INR/month
Beautician Assistant,Company_3584,Apna,Content Writing,English,Uttarakhand,Looking for Beautician Assistant in Uttarakhand with skills in Content Writing.,Part-time,10208 INR/month
Tailor,Company_8798,Naukri,Basic Computer,Punjabi,Uttarakhand,Looking for Tailor in Uttarakhand with skills in Basic Computer.,Full-time,18878 INR/month
Sales Girl,Company_1616,FreshersWorld,Grooming,Marathi,Rajasthan,Looking for Sales Girl in Rajasthan with skills in Grooming.,Full-time,12884 INR/month
Anganwadi Worker,Company_4860,Shine,Grooming,Hindi,Chhattisgarh,Looking for Anganwadi Worker in Chhattisgarh with skills in Grooming.,Part-time,13135 INR/month
Delivery Boy,Company_1869,Indeed,Marketing,Marathi,Maharashtra,Looking for Delivery Boy in Maharashtra with skills in Marketing.,Part-time,25545 INR/month
Packing Assistant,Company_6966,Naukri,Basic Accounting,Hindi,Uttar Pradesh,Looking for Packing Assistant in Uttar Pradesh with skills in Basic Accounting.,Part-time,20954 INR/month
Social Media Assistant,Company_3881,Apna,Data Entry,Hindi,Chhattisgarh,Looking for Social Media Assistant in Chhattisgarh with skills in Data Entry.,Part-time,Negotiable
Sales Girl,Company_6340,JobHai,Basic Computer,Marathi,Haryana,Looking for Sales Girl in Haryana with skills in Basic Computer.,Part-time,20672 INR/month
Beautician Assistant,Company_4884,JobHai,Cooking,Marathi,Bihar,Looking for Beautician Assistant in Bihar with skills in Cooking.,Full-time,22305 INR/month
Beautician Assistant,Company_8141,JobHai,Social Media Promotion,Telugu,Uttar Pradesh,Looking for Beautician Assistant in Uttar Pradesh with skills in Social Media Promotion.,Part-time,24909 INR/month
Online Tutor,Company_4181,WorkIndia,Time Management,Bengali,Haryana,Looking for Online Tutor in Haryana with skills in Time Management.,Full-time,16626 INR/month
Cook,Company_3236,Naukri,Sewing,Hindi,Maharashtra,Looking for Cook in Maharashtra with skills in Sewing.,Part-time,23704 INR/month
Online Tutor,Company_3784,Shine,Customer Support,Punjabi,Rajasthan,Looking for Online Tutor in Rajasthan with skills in Customer Support.,Full-time,17526 INR/month
Data Entry Operator,Company_8757,WorkIndia,Call Handling,Telugu,Madhya Pradesh,Looking for Data Entry Operator in Madhya Pradesh with skills in Call Handling.,Full-time,24028 INR/month
Beautician Assistant,Company_3440,Indeed,Cooking,Tamil,Madhya Pradesh,Looking for Beautician Assistant in Madhya Pradesh with skills in Cooking.,Full-time,23689 INR/month
Housekeeper,Company_9701,Apna,Social Media Promotion,Hindi,Uttarakhand,Looking for Housekeeper in Uttarakhand with skills in Social Media Promotion.,Part-time,13211 INR/month
Social Media Assistant,Company_1203,FreshersWorld,Customer Support,English,Chhattisgarh,Looking for Social Media Assistant in Chhattisgarh with skills in Customer Support.,Full-time,17143 INR/month
Telecaller,Company_1260,Shine,Health Awareness,Marathi,Bihar,Looking for Telecaller in Bihar with skills in Health Awareness.,Part-time,25049 INR/month
Warehouse Helper,Company_7641,Apna,Marketing,Telugu,Rajasthan,Looking for Warehouse Helper in Rajasthan with skills in Marketing.,Part-time,25214 INR/month
Tailor,Company_1535,JobHai,Crafting,Gujarati,Chhattisgarh,Looking for Tailor in Chhattisgarh with skills in Crafting.,Part-time,27774 INR/month
Warehouse Helper,Company_9433,Indeed,Basic Computer,Gujarati,Uttar Pradesh,Looking for Warehouse Helper in Uttar Pradesh with skills in Basic Computer.,Full-time,11689 INR/month
Content Writer,Company_6989,WorkIndia,Time Management,Telugu,Uttar Pradesh,Looking for Content Writer in Uttar Pradesh with skills in Time Management.,Part-time,12195 INR/month
